Date,Open,High,Low,Close,Volume
18-Nov-13,517.36,523.85,514.11,515.26,-
15-Nov-13,516.92,518.48,514.64,516.26,-
14-Nov-13,516.44,519.36,514.66,517.10,-
13-Nov-13,502.87,515.91,502.75,515.72,-
12-Nov-13,503.35,508.27,502.00,505.38,-
11-Nov-13,504.25,507.46,503.50,504.79,-
8-Nov-13,503.87,508.74,503.75,507.51,-
7-Nov-13,510.79,511.45,503.32,503.47,-
6-Nov-13,512.29,512.99,507.18,510.86,-
5-Nov-13,509.66,515.31,508.20,510.25,-
4-Nov-13,515.23,515.67,510.50,512.54,-
1-Nov-13,515.38,517.48,512.04,513.01,-
31-Oct-13,513.95,520.24,511.47,514.77,-
30-Oct-13,518.20,518.24,512.49,514.69,-
29-Oct-13,509.04,517.95,506.24,517.60,-
28-Oct-13,507.09,511.20,505.99,506.99,-
25-Oct-13,513.90,513.90,504.86,507.09,-
24-Oct-13,515.42,519.76,511.89,512.26,-
23-Oct-13,500.00,516.86,499.81,515.19,-
22-Oct-13,502.00,505.99,497.40,503.00,-
21-Oct-13,505.22,508.99,499.28,501.15,-
18-Oct-13,487.80,507.22,486.51,505.20,-
17-Oct-13,446.05,448.00,442.42,443.95,-
16-Oct-13,442.49,448.72,441.56,448.56,-
15-Oct-13,437.44,442.37,436.56,440.56,-
14-Oct-13,432.90,437.69,432.26,437.62,-
11-Oct-13,432.58,436.30,432.22,435.56,-
10-Oct-13,431.49,433.98,429.67,433.69,-
9-Oct-13,427.71,430.89,421.07,427.50,-
8-Oct-13,432.23,432.56,425.39,426.41,-
7-Oct-13,433.29,436.56,431.62,432.44,-
4-Oct-13,437.06,438.32,434.56,435.74,-
3-Oct-13,443.56,446.60,435.61,437.61,-
2-Oct-13,440.92,444.23,438.47,443.55,-
1-Oct-13,439.68,443.39,439.58,443.06,-
30-Sep-13,434.11,439.98,433.72,437.52,-
27-Sep-13,436.97,438.32,435.22,437.76,-
26-Sep-13,438.71,440.93,437.06,438.65,-
25-Sep-13,442.83,442.83,437.36,438.18,-
24-Sep-13,442.81,444.60,440.26,442.98,-
23-Sep-13,447.63,450.34,442.16,442.81,-
20-Sep-13,448.75,451.61,447.36,451.10,-
19-Sep-13,452.54,452.54,447.25,448.75,-
18-Sep-13,442.73,451.53,441.09,451.21,-
17-Sep-13,443.26,443.75,440.06,442.61,-
16-Sep-13,447.65,448.05,441.99,443.44,-
13-Sep-13,446.80,447.39,441.98,444.09,-
12-Sep-13,448.25,448.50,444.56,446.08,-
11-Sep-13,443.83,448.04,442.60,447.65,-
10-Sep-13,444.56,445.55,441.56,443.89,-
9-Sep-13,441.42,444.43,440.77,443.58,-
6-Sep-13,440.78,441.45,436.43,439.35,-
5-Sep-13,436.31,439.50,435.37,439.34,-
4-Sep-13,429.74,436.31,427.16,435.38,-
3-Sep-13,426.75,432.66,426.55,429.76,-
30-Aug-13,427.45,428.59,422.36,423.03,-
29-Aug-13,424.11,429.76,423.87,427.29,-
28-Aug-13,424.70,427.28,423.46,423.85,-
27-Aug-13,429.38,431.43,423.53,424.65,-
26-Aug-13,434.56,437.01,432.59,432.76,-
23-Aug-13,438.48,438.56,434.44,434.67,-
22-Aug-13,435.91,436.94,434.69,436.42,-
21-Aug-13,434.89,438.02,432.82,434.23,-
20-Aug-13,433.74,435.62,431.34,432.28,-
19-Aug-13,428.43,435.56,428.30,432.39,-
16-Aug-13,430.21,430.79,427.84,428.03,-
15-Aug-13,431.79,432.03,428.57,429.40,-
14-Aug-13,438.75,439.67,433.15,434.47,-
13-Aug-13,442.97,443.81,437.66,440.18,-
12-Aug-13,443.01,443.06,440.38,442.31,-
9-Aug-13,444.83,447.31,444.56,444.76,-
8-Aug-13,447.30,447.47,442.20,445.88,-
7-Aug-13,447.07,448.78,444.10,444.88,-
6-Aug-13,451.89,454.40,447.42,447.84,-
5-Aug-13,452.24,452.31,449.15,452.05,-
2-Aug-13,451.27,453.05,449.96,452.83,-
1-Aug-13,447.05,451.82,447.05,451.66,-
31-Jul-13,446.05,447.81,442.65,443.43,-
30-Jul-13,442.29,447.36,439.99,445.01,-
29-Jul-13,442.01,446.96,440.00,440.69,-
26-Jul-13,443.05,444.55,440.56,442.23,-
25-Jul-13,446.49,447.98,442.60,443.41,-
24-Jul-13,453.18,454.69,449.90,451.00,-
23-Jul-13,454.89,456.04,449.34,451.45,-
22-Jul-13,450.55,455.88,448.05,454.89,-
19-Jul-13,442.86,451.02,437.37,447.85,-
18-Jul-13,459.04,459.54,451.14,454.88,-
17-Jul-13,460.04,462.97,457.69,458.82,-
16-Jul-13,463.10,463.52,456.49,459.34,-
