Date,Open,High,Low,Close,Volume
6-Dec-13,80.83,80.96,79.94,80.00,86088352
5-Dec-13,81.81,82.16,80.92,81.13,111895315
4-Dec-13,80.79,81.31,80.12,80.71,94452666
3-Dec-13,79.76,80.91,79.67,80.90,112741734
2-Dec-13,79.71,80.62,78.69,78.75,118135885
29-Nov-13,78.50,79.76,78.26,79.44,79532215
27-Nov-13,76.62,78.00,76.20,77.99,90861841
26-Nov-13,74.87,76.59,74.86,76.20,100345728
25-Nov-13,74.43,75.12,74.43,74.82,57348403
22-Nov-13,74.22,74.59,74.08,74.26,55931232
21-Nov-13,73.94,74.46,73.38,74.45,65506861
20-Nov-13,74.18,74.35,73.48,73.57,48545798
19-Nov-13,74.15,74.77,74.00,74.22,52234707
18-Nov-13,75.00,75.31,74.03,74.09,61236224
15-Nov-13,75.23,75.58,74.93,75.00,79479764
14-Nov-13,74.69,75.61,74.55,75.45,70605087
13-Nov-13,74.00,74.61,73.85,74.38,49304927
12-Nov-13,73.95,74.85,73.86,74.29,51114651
11-Nov-13,74.28,74.52,73.49,74.15,56863303
8-Nov-13,73.51,74.45,73.23,74.37,69829543
7-Nov-13,74.23,74.74,73.20,73.21,65655100
6-Nov-13,74.88,74.98,74.03,74.42,55844152
5-Nov-13,74.94,75.56,74.71,75.06,66368071
4-Nov-13,74.44,75.26,74.12,75.25,61157033
1-Nov-13,74.86,74.97,73.69,74.29,68722304
31-Oct-13,75.00,75.36,74.47,74.67,68923785
30-Oct-13,74.23,75.36,73.86,74.98,88540697
29-Oct-13,76.61,77.04,73.51,73.81,158952115
28-Oct-13,75.58,75.86,74.74,75.70,137610123
25-Oct-13,75.90,76.18,75.02,75.14,84448133
24-Oct-13,75.00,76.07,74.64,75.99,96191095
23-Oct-13,74.14,75.10,74.14,74.99,78431122
22-Oct-13,75.20,75.49,72.58,74.27,133515753
21-Oct-13,73.11,74.90,73.07,74.48,99526945
18-Oct-13,72.28,72.75,72.24,72.70,72635570
17-Oct-13,71.43,72.11,71.38,72.07,63398335
16-Oct-13,71.54,71.79,71.32,71.59,62775013
15-Oct-13,71.07,71.71,70.79,71.24,80018603
14-Oct-13,69.98,71.08,69.91,70.86,65474542
11-Oct-13,69.57,70.55,69.31,70.40,66934938
10-Oct-13,70.19,70.34,69.58,69.95,69650490
9-Oct-13,69.23,69.68,68.33,69.51,75431216
8-Oct-13,69.99,70.09,68.65,68.71,72729006
7-Oct-13,69.51,70.38,69.34,69.68,78073107
4-Oct-13,69.12,69.23,68.37,69.00,64717380
3-Oct-13,70.07,70.34,68.68,69.06,80688503
2-Oct-13,69.38,70.26,69.11,69.94,72295902
1-Oct-13,68.35,69.88,68.34,69.71,88470655
30-Sep-13,68.18,68.81,67.77,68.11,65039408
27-Sep-13,69.11,69.24,68.67,68.96,57009729
26-Sep-13,69.43,69.79,69.13,69.46,59305183
25-Sep-13,69.89,69.95,68.78,68.79,79239167
24-Sep-13,70.70,70.78,69.69,69.87,91085743
23-Sep-13,70.87,70.99,68.94,70.09,190526525
20-Sep-13,68.29,68.36,66.57,66.77,174825322
19-Sep-13,67.24,67.98,67.04,67.47,101134712
18-Sep-13,66.17,66.62,65.81,66.38,114215304
17-Sep-13,63.99,65.67,63.93,65.05,99844773
16-Sep-13,65.86,65.94,63.89,64.30,137137665
13-Sep-13,67.05,67.40,66.39,66.41,74708438
12-Sep-13,66.93,67.91,66.57,67.53,101012471
11-Sep-13,66.72,67.67,66.40,66.82,223526688
10-Sep-13,72.31,72.49,69.93,70.66,185798872
9-Sep-13,72.14,72.56,71.93,72.31,85171583
6-Sep-13,71.21,71.34,69.99,71.17,89881253
5-Sep-13,71.46,71.53,70.52,70.75,59091879
4-Sep-13,71.37,71.75,70.90,71.24,86257878
3-Sep-13,70.44,71.51,69.62,69.80,83025166
30-Aug-13,70.29,70.42,69.50,69.60,68100788
29-Aug-13,70.24,70.93,70.16,70.24,59913714
28-Aug-13,69.43,70.83,69.43,70.13,76901678
27-Aug-13,71.14,71.79,69.47,69.80,106047109
26-Aug-13,71.54,72.89,71.50,71.85,82741050
23-Aug-13,71.90,71.91,71.34,71.57,55682221
22-Aug-13,72.14,72.23,71.17,71.85,61051676
21-Aug-13,71.94,72.45,71.60,71.77,83969305
20-Aug-13,72.82,72.94,71.55,71.58,89671743
19-Aug-13,72.05,73.39,72.00,72.53,127629481
16-Aug-13,71.45,71.85,71.27,71.76,90575856
15-Aug-13,70.92,71.77,69.87,71.13,122573507
14-Aug-13,71.13,72.04,70.49,71.21,189092911
13-Aug-13,67.28,70.67,66.86,69.94,220484936
12-Aug-13,65.27,66.95,65.23,66.77,91108290
9-Aug-13,65.52,65.78,64.81,64.92,66905209
8-Aug-13,66.26,66.30,65.42,65.86,63999838
7-Aug-13,66.26,66.71,65.97,66.43,74713968
6-Aug-13,66.86,67.41,66.02,66.46,83728540
5-Aug-13,66.38,67.24,66.02,67.06,79713592
2-Aug-13,65.43,66.12,65.24,66.08,68695326
1-Aug-13,65.11,65.26,64.75,65.24,51562322
31-Jul-13,65.00,65.33,64.20,64.65,80739351
30-Jul-13,64.28,65.31,64.18,64.76,77355565
29-Jul-13,62.97,64.28,62.89,63.97,62110300
26-Jul-13,62.19,63.01,62.05,63.00,50068753
25-Jul-13,62.96,63.06,62.26,62.64,57420636
24-Jul-13,62.70,63.51,62.18,62.93,148013824
23-Jul-13,60.86,60.99,59.82,59.86,92348403
22-Jul-13,61.35,61.39,60.78,60.90,51997596
19-Jul-13,61.87,62.00,60.62,60.71,67194715
18-Jul-13,61.91,62.12,61.52,61.68,54760818
17-Jul-13,61.39,61.75,61.17,61.47,49764064
16-Jul-13,60.93,61.53,60.60,61.46,54134367
